client_id,age,sexe,profession,secteur,duree_emploi_annees,revenu_mensuel_TND,region,contract_id,date_debut,duree_mois,montant_leasing_TND,mensualite_TND,taux_annuel_pourcent,type_bien,valeur_bien_TND,apport_TND,nb_retards_30,nb_retards_60,nb_retards_90,nb_incidents,dernier_retard_date,outstanding_balance_TND,nb_paiements_effectues,credit_score,collateral_type,collateral_value_TND,nb_contrats_prev,nb_contacts_service_client,motifs_contacts,default_flag,recovery_amount_TND,write_off_flag,branch_id,channel,created_at,probabilite_defaut,has_no_default_date
C00741,59,Femme,Artisan,Industrie,30,6175,Gabès,L000741,2024-03-31,24,116266,5030.42,6.13,équipement,119535,17435,0,0,1,1,2025-05-19,91113.92,3,569,Caution solidaire,54757,2,15,Réclamation,0,0,0,AG001,Courtier,2024-03-31,0.48,1
C00742,58,Homme,Artisan,Agriculture,31,6646,Kebili,L000742,2024-06-27,60,31739,718.98,11.34,Machine,35285,19225,1,1,0,2,2025-03-30,14483.4,3,486,Aucune,145508,0,14,Demande info,0,0,0,AG001,Mobile,2024-06-27,0.32,1
C00743,54,Homme,Artisan,Agriculture,26,4925,Zaghouan,L000743,2020-10-19,36,133041,3799.58,8.61,Machine,135956,6618,0,0,1,1,2023-12-24,91245.58,8,518,Aucune,16490,3,17,Autre,1,48049,1,AG002,Agence,2020-10-19,0.62,0
C00744,58,Homme,Indépendant,Agriculture,29,7224,Kasserine,L000744,2022-12-17,60,58019,1124.98,6.08,Immobilier,60908,4723,2,0,0,2,2023-09-12,49019.13,7,497,Nantissement,52136,1,16,Autre,0,0,0,AG003,Courtier,2022-12-17,0.17,1
C00745,54,Homme,Employé,Industrie,1,3771,Sousse,L000745,2021-08-18,60,12373,299.22,11.45,Immobilier,13176,19968,0,1,0,1,2023-12-16,4892.58,1,639,Aucune,22236,2,13,Réclamation,0,0,0,AG001,Mobile,2021-08-18,0.36,1
C00746,38,Femme,Agriculteur,Agriculture,8,2817,Jendouba,L000746,2020-08-14,12,25187,2257.92,10.3,Voiture,26450,14837,1,0,0,1,2025-03-21,20671.17,12,736,Aucune,145995,2,13,Autre,0,0,0,AG001,Courtier,2020-08-14,0.09,1
C00747,50,Femme,Artisan,Services,27,3215,Béja,L000747,2024-08-07,12,72863,6248.92,10.12,Immobilier,75336,8539,0,1,0,1,2024-11-28,10373.83,6,537,Aucune,144336,3,18,Renégociation,0,0,0,AG001,Courtier,2024-08-07,0.39,1
C00748,35,Femme,Indépendant,Commerce,30,5390,Tozeur,L000748,2023-05-16,12,102927,8731.25,9.96,Machine,104242,1263,0,2,0,2,2023-10-17,59270.75,5,481,Aucune,67147,4,5,Renégociation,1,40819,1,AG001,Mobile,2023-05-16,0.6,0
C00749,47,Homme,Agriculteur,Services,33,3896,Zaghouan,L000749,2024-08-10,60,89085,1543.75,6.4,équipement,90462,13305,0,0,1,1,2024-11-10,52035.0,54,635,Caution solidaire,7928,3,12,Autre,1,20398,1,AG002,Mobile,2024-08-10,0.54,0
C00750,54,Homme,Cadre,Services,14,2409,Tunis,L000750,2022-03-15,24,122996,5273.83,6.48,équipement,125822,10934,3,0,0,3,2022-04-20,38614.67,10,535,Nantissement,56369,3,17,Réclamation,0,0,0,AG004,Courtier,2022-03-15,0.34,1
C00751,58,Femme,Cadre,Commerce,24,1517,Jendouba,L000751,2021-04-29,36,44220,1425.33,9.82,Voiture,47149,10265,1,1,0,2,2022-09-14,21414.67,35,681,Caution solidaire,66403,4,14,Autre,0,0,0,AG003,Courtier,2021-04-29,0.39,1
C00752,53,Homme,Artisan,Services,35,4361,Kairouan,L000752,2021-09-19,36,135503,3921.97,6.54,Immobilier,138063,16339,1,3,0,4,2023-05-26,60985.53,20,402,Hypothèque,97225,1,6,Réclamation,1,30061,1,AG002,Mobile,2021-09-19,0.92,0
C00753,44,Homme,Indépendant,Industrie,7,1816,Jendouba,L000753,2022-11-20,24,12642,683.75,8.07,Voiture,17540,1351,2,2,1,5,2023-02-27,5120.75,21,458,Aucune,45213,4,18,Réclamation,1,4252,1,AG002,Agence,2022-11-20,1.0,0
C00754,35,Homme,Indépendant,Commerce,8,4365,Tataouine,L000754,2021-04-01,24,84971,3729.46,10.47,Machine,87050,7190,1,0,0,1,2021-06-22,62594.25,8,515,Hypothèque,98631,3,16,Renégociation,0,0,0,AG002,Agence,2021-04-01,0.21,1
C00755,50,Homme,Agriculteur,Services,36,6233,Tunis,L000755,2022-04-12,36,60556,1877.11,10.49,Immobilier,65311,19030,1,0,0,1,2024-08-15,49293.33,33,530,Caution solidaire,3816,0,8,Renégociation,0,0,0,AG001,Agence,2022-04-12,0.15,1
C00756,62,Femme,Agriculteur,Transport,38,5501,Médenine,L000756,2021-03-24,48,43192,1042.83,8.17,Voiture,45893,16650,3,0,0,3,2023-01-05,9821.33,25,821,Hypothèque,98162,4,10,Demande info,0,0,0,AG003,Agence,2021-03-24,0.01,1
C00757,37,Femme,Indépendant,Services,31,5270,Siliana,L000757,2024-07-31,12,140453,11816.42,10.55,équipement,144550,10885,0,1,0,1,2024-12-13,57738.08,0,785,Aucune,47838,1,4,Réclamation,0,0,0,AG002,Mobile,2024-07-31,0.24,1
C00758,25,Femme,Agriculteur,Industrie,16,7582,Gabès,L000758,2022-09-21,12,35782,3114.83,10.87,équipement,37485,7434,1,2,0,3,2025-07-24,1518.83,3,800,Hypothèque,142645,4,1,Autre,0,0,0,AG002,Agence,2022-09-21,0.3,1
C00759,49,Homme,Indépendant,Agriculture,34,2760,Tunis,L000759,2023-06-06,36,9782,345.72,9.58,Voiture,12706,1022,2,1,0,3,2024-11-22,8744.83,4,600,Caution solidaire,65364,4,14,Réclamation,0,0,0,AG002,Courtier,2023-06-06,0.43,1
C00760,24,Femme,Employé,Services,36,1848,Sidi Bouzid,L000760,2025-05-12,24,65030,2770.58,6.6,Voiture,69405,2037,1,1,0,2,2025-05-26,0.0,8,691,Aucune,144229,2,11,Renégociation,0,0,0,AG001,Agence,2025-05-12,0.39,1
C00761,30,Femme,Indépendant,Agriculture,18,2157,Sousse,L000761,2024-03-06,48,61411,1477.4,6.92,Voiture,64734,8756,0,0,0,0,2025-07-12,837.77,21,741,Nantissement,9322,2,9,Réclamation,0,0,0,AG001,Mobile,2024-03-06,0.09,1
C00762,37,Homme,Cadre,Transport,28,4226,Mahdia,L000762,2023-12-25,36,102469,2920.36,7.2,Machine,106254,13558,3,0,0,3,2025-05-03,256.36,3,497,Caution solidaire,119024,3,9,Demande info,0,0,0,AG002,Agence,2023-12-25,0.25,1
C00763,30,Homme,Agriculteur,Services,6,915,Tunis,L000763,2022-09-02,12,51950,4389.17,5.82,Machine,54513,17443,0,2,0,2,2023-09-27,25615.0,1,615,Aucune,2482,3,19,Autre,1,2127,1,AG001,Agence,2022-09-02,0.75,0
C00764,37,Femme,Indépendant,Commerce,27,2895,Sfax,L000764,2020-11-25,60,138595,2422.92,6.91,équipement,141074,1424,3,0,1,4,2025-07-16,488.75,15,523,Nantissement,35867,4,10,Réclamation,1,355,1,AG003,Mobile,2020-11-25,0.75,0
C00765,40,Femme,Indépendant,Agriculture,8,2601,La Manouba,L000765,2023-10-17,24,145749,6247.88,6.47,Machine,150597,4123,2,1,1,4,2023-12-15,39535.12,15,472,Hypothèque,79211,0,9,Autre,1,19091,1,AG001,Agence,2023-10-17,0.93,0
C00766,44,Femme,Agriculteur,Transport,27,2946,Béja,L000766,2025-05-04,60,140653,2443.22,8.19,Machine,144284,16603,1,0,0,1,2025-07-26,133323.35,52,765,Hypothèque,95956,3,6,Autre,0,0,0,AG002,Mobile,2025-05-04,0.13,1
C00767,25,Femme,Employé,Commerce,5,6378,La Manouba,L000767,2023-09-25,36,147979,4248.53,11.36,Immobilier,151571,405,0,1,0,1,2024-01-30,3529.06,21,777,Hypothèque,108052,4,13,Renégociation,0,0,0,AG003,Agence,2023-09-25,0.05,1
C00768,54,Homme,Employé,Commerce,28,6442,Jendouba,L000768,2021-09-04,12,141681,11954.75,5.73,Machine,145845,9829,0,0,0,0,2025-07-12,0.0,10,529,Aucune,79386,4,12,Réclamation,0,0,0,AG001,Mobile,2021-09-04,0.27,1
C00769,26,Femme,Agriculteur,Commerce,16,2420,Kebili,L000769,2025-04-06,48,55539,1322.06,10.04,Immobilier,58375,18702,3,0,0,3,2025-05-29,23809.5,0,817,Hypothèque,6732,4,4,Autre,0,0,0,AG002,Agence,2025-04-06,0.18,1
C00770,22,Femme,Commerçant,Commerce,15,7348,Tunis,L000770,2020-12-30,60,27936,610.6,9.81,Machine,32050,9951,2,0,0,2,2023-12-10,24272.4,14,426,Hypothèque,34422,4,18,Renégociation,0,0,0,AG004,Courtier,2020-12-30,0.2,1
C00771,33,Homme,Agriculteur,Services,22,5580,Gafsa,L000771,2024-05-29,48,55182,1212.62,5.67,équipement,56179,8983,1,0,0,1,2024-08-18,4251.75,23,564,Nantissement,76964,4,9,Demande info,0,0,0,AG004,Courtier,2024-05-29,0.15,1
C00772,63,Femme,Agriculteur,Services,30,3750,Ben Arous,L000772,2023-06-27,12,116259,9738.25,11.46,Voiture,120576,17693,0,0,0,0,2025-07-12,9138.25,3,805,Nantissement,56284,2,7,Demande info,0,0,0,AG003,Mobile,2023-06-27,0.0,1
C00773,63,Homme,Employé,Services,2,7446,Ben Arous,L000773,2022-11-29,60,100042,1741.37,8.98,équipement,100673,12025,0,0,0,0,2025-07-12,16456.4,17,467,Nantissement,128575,1,17,Réclamation,0,0,0,AG003,Mobile,2022-11-29,0.14,1
C00774,31,Homme,Employé,Transport,20,4592,Sidi Bouzid,L000774,2020-11-10,48,18163,499.4,7.55,Machine,19520,4929,2,0,0,2,2023-06-16,4679.31,16,413,Aucune,11311,1,0,Autre,0,0,0,AG003,Mobile,2020-11-10,0.28,1
C00775,43,Homme,Agriculteur,Transport,25,6367,Le Kef,L000775,2024-10-26,48,148609,3214.02,10.3,Voiture,149629,9522,3,2,0,5,2025-03-22,0.0,6,497,Caution solidaire,129507,4,4,Réclamation,0,0,0,AG001,Courtier,2024-10-26,0.48,1
C00776,36,Femme,Agriculteur,Transport,35,3741,Tozeur,L000776,2021-10-21,60,27419,638.98,6.8,Voiture,27948,12638,1,1,0,2,2023-07-20,12083.4,49,678,Hypothèque,76000,3,10,Autre,0,0,0,AG003,Mobile,2021-10-21,0.36,1
C00777,51,Femme,Agriculteur,Industrie,36,6495,Sousse,L000777,2023-11-20,12,126211,10671.58,9.85,Voiture,130107,8702,0,0,0,0,2025-07-12,104867.83,12,827,Hypothèque,128259,0,19,Renégociation,0,0,0,AG001,Agence,2023-11-20,0.01,1
C00778,31,Homme,Employé,Transport,21,7201,Gabès,L000778,2024-02-09,48,127762,2857.71,5.28,Immobilier,129522,10764,1,0,0,1,2025-02-20,50603.88,9,848,Aucune,45311,4,10,Demande info,0,0,0,AG002,Mobile,2024-02-09,0.0,1
C00779,36,Femme,Agriculteur,Services,11,7787,Siliana,L000779,2023-05-28,36,5834,234.06,10.88,équipement,7892,12121,0,0,0,0,2025-07-12,918.83,0,770,Hypothèque,10300,0,15,Demande info,0,0,0,AG001,Mobile,2023-05-28,0.0,1
C00780,28,Femme,Agriculteur,Services,12,7064,Tozeur,L000780,2025-08-03,60,37214,678.23,8.14,Immobilier,37729,14219,1,1,0,2,2025-08-04,0.0,1,646,Aucune,65375,2,9,Demande info,0,0,0,AG001,Agence,2025-08-03,0.26,1
C00781,24,Homme,Artisan,Industrie,10,5705,Siliana,L000781,2025-06-05,24,7413,475.88,9.46,Voiture,11518,1617,1,0,0,1,2025-07-20,0.0,16,511,Aucune,34563,1,14,Demande info,0,0,0,AG002,Agence,2025-06-05,0.16,1
C00782,60,Homme,Commerçant,Industrie,15,1777,Monastir,L000782,2022-10-21,24,14505,747.38,6.55,équipement,16612,10248,0,1,0,1,2024-03-22,13010.25,21,606,Aucune,121227,2,6,Réclamation,0,0,0,AG004,Courtier,2022-10-21,0.5,1
C00783,24,Femme,Cadre,Transport,7,6997,Nabeul,L000783,2024-06-17,12,107802,9176.5,9.74,équipement,111819,17904,0,0,1,1,2025-03-20,34390.0,12,751,Caution solidaire,79244,3,14,Autre,0,0,0,AG001,Agence,2024-06-17,0.45,1
C00784,45,Homme,Commerçant,Agriculture,39,3866,Zaghouan,L000784,2022-09-04,36,138177,3920.25,10.41,Machine,140693,1583,2,0,1,3,2024-08-05,8808.75,34,733,Aucune,128161,3,15,Réclamation,1,1813,1,AG001,Agence,2022-09-04,0.51,0
C00785,23,Femme,Artisan,Industrie,39,6250,Kasserine,L000785,2023-02-01,48,133303,2956.15,8.31,Immobilier,137377,6704,0,0,1,1,2023-12-27,0.0,16,632,Caution solidaire,125307,4,5,Renégociation,0,0,0,AG002,Mobile,2023-02-01,0.44,1
C00786,52,Femme,Cadre,Commerce,1,1583,Bizerte,L000786,2025-06-20,24,119897,5058.71,9.32,Immobilier,122140,7988,1,0,0,1,2025-07-12,8605.42,11,460,Caution solidaire,114687,3,10,Demande info,0,0,0,AG003,Courtier,2025-06-20,0.29,1
C00787,23,Femme,Agriculteur,Services,29,1040,Monastir,L000787,2021-02-12,12,63408,5334.0,8.19,Machine,67699,17959,1,0,0,1,2024-11-04,52740.0,7,484,Hypothèque,16328,3,16,Autre,0,0,0,AG002,Agence,2021-02-12,0.39,1
C00788,47,Femme,Artisan,Commerce,29,6674,Mahdia,L000788,2021-07-20,36,121908,3525.33,11.26,Immobilier,126042,9953,3,0,0,3,2021-12-13,111332.0,29,582,Nantissement,137286,2,14,Réclamation,0,0,0,AG004,Courtier,2021-07-20,0.12,1
C00789,49,Homme,Agriculteur,Services,11,2353,Tunis,L000789,2023-12-17,36,84731,2491.64,8.49,Voiture,86319,2613,0,0,0,0,2025-07-12,24931.67,29,638,Caution solidaire,35377,0,15,Autre,0,0,0,AG003,Agence,2023-12-17,0.24,1
C00790,52,Homme,Employé,Services,9,5378,Ben Arous,L000790,2025-03-19,12,70131,6037.25,10.89,Voiture,71992,3892,0,1,2,3,2025-04-29,64093.75,3,649,Caution solidaire,90257,1,1,Réclamation,1,12519,1,AG004,Courtier,2025-03-19,1.0,0
C00791,39,Homme,Indépendant,Industrie,10,1812,Tunis,L000791,2024-06-15,12,69280,5912.33,10.61,Immobilier,73152,12336,1,4,1,6,2025-04-04,33806.0,9,470,Nantissement,18610,3,3,Autre,1,7816,1,AG001,Agence,2024-06-15,1.0,0
C00792,41,Homme,Artisan,Industrie,14,986,Médenine,L000792,2025-01-04,48,20762,495.54,7.87,Machine,25735,6733,2,0,0,2,2025-03-17,11346.71,6,627,Caution solidaire,55082,3,18,Autre,0,0,0,AG004,Mobile,2025-01-04,0.25,1
C00793,25,Femme,Employé,Commerce,15,2681,Sfax,L000793,2021-06-13,12,122798,10393.17,6.61,équipement,123773,4431,1,1,0,2,2023-11-13,60439.0,9,484,Nantissement,23226,2,5,Demande info,0,0,0,AG004,Courtier,2021-06-13,0.47,1
C00794,38,Femme,Artisan,Services,16,7599,Siliana,L000794,2023-04-16,48,121854,2730.62,7.84,Immobilier,123643,17765,0,1,0,1,2024-03-22,4437.12,37,705,Hypothèque,27677,1,17,Réclamation,0,0,0,AG002,Courtier,2023-04-16,0.13,1
C00795,48,Homme,Artisan,Commerce,25,7205,Gafsa,L000795,2023-05-06,48,63703,1459.15,10.78,équipement,64531,3515,0,1,0,1,2023-07-03,52029.83,6,795,Aucune,141370,2,10,Renégociation,0,0,0,AG003,Agence,2023-05-06,0.09,1
C00796,62,Femme,Employé,Agriculture,1,5848,Bizerte,L000796,2024-07-22,60,68079,1255.65,6.59,Machine,72623,4454,1,0,0,1,2025-04-07,61800.75,59,670,Nantissement,35848,0,8,Autre,0,0,0,AG001,Courtier,2024-07-22,0.09,1
C00797,42,Femme,Cadre,Commerce,11,6283,Jendouba,L000797,2023-02-11,36,26577,917.25,8.67,équipement,28916,7769,0,0,0,0,2025-07-12,18321.75,29,800,Aucune,99291,2,2,Renégociation,0,0,0,AG001,Agence,2023-02-11,0.0,1
C00798,41,Femme,Commerçant,Transport,25,5386,Siliana,L000798,2022-04-10,36,6214,248.61,10.64,Machine,7900,8384,0,0,0,0,2025-07-12,993.17,11,689,Nantissement,124227,1,1,Demande info,0,0,0,AG001,Courtier,2022-04-10,0.04,1
C00799,26,Homme,Agriculteur,Commerce,22,1230,Sfax,L000799,2023-03-07,36,91339,2660.19,7.47,Machine,95253,13727,0,0,0,0,2025-07-12,16853.56,30,635,Aucune,63654,1,17,Renégociation,0,0,0,AG003,Courtier,2023-03-07,0.2,1
C00800,21,Homme,Artisan,Transport,17,1038,Nabeul,L000800,2022-05-07,60,53114,1033.23,9.5,Voiture,57150,3534,0,0,1,1,2023-08-01,5585.27,17,690,Hypothèque,17744,3,14,Autre,1,159,1,AG003,Mobile,2022-05-07,0.67,0
C00801,25,Homme,Agriculteur,Transport,31,7247,Monastir,L000801,2023-05-25,48,68230,1542.46,6.72,Voiture,70503,755,1,0,0,1,2025-03-02,62060.17,45,438,Caution solidaire,105850,0,17,Autre,0,0,0,AG004,Mobile,2023-05-25,0.21,1
C00802,61,Femme,Indépendant,Transport,37,3145,Tozeur,L000802,2022-09-15,48,72194,1576.04,5.76,Machine,74757,18909,1,0,0,1,2023-09-14,34369.0,42,605,Hypothèque,48001,4,18,Autre,0,0,0,AG004,Courtier,2022-09-15,0.16,1
C00803,32,Homme,Employé,Agriculture,2,875,Kairouan,L000803,2024-10-11,12,117333,9894.75,10.56,Immobilier,119677,17211,1,1,0,2,2025-02-16,38175.0,1,582,Caution solidaire,59633,3,14,Réclamation,1,15648,1,AG003,Mobile,2024-10-11,0.5,0
C00804,46,Homme,Agriculteur,Commerce,37,2156,Siliana,L000804,2025-06-28,60,42792,904.2,5.69,Voiture,45850,18717,1,0,0,1,2025-07-20,0.0,52,586,Aucune,48917,2,16,Renégociation,0,0,0,AG001,Courtier,2025-06-28,0.21,1
C00805,54,Homme,Employé,Commerce,2,6819,Kairouan,L000805,2022-06-26,12,50807,4399.92,6.9,Machine,52569,8302,2,1,0,3,2022-09-06,46407.08,0,532,Aucune,79804,2,17,Réclamation,0,0,0,AG003,Agence,2022-06-26,0.31,1
C00806,34,Homme,Agriculteur,Agriculture,29,7942,Sidi Bouzid,L000806,2024-03-08,60,130266,2326.1,10.99,équipement,134057,12907,1,0,0,1,2025-07-05,51178.6,10,429,Caution solidaire,907,1,17,Autre,0,0,0,AG002,Courtier,2024-03-08,0.17,1
C00807,46,Homme,Commerçant,Services,0,6677,Nabeul,L000807,2021-10-10,12,141213,11909.75,7.43,équipement,142731,8984,1,0,1,2,2024-06-22,93574.0,1,787,Nantissement,91295,1,10,Autre,0,0,0,AG003,Courtier,2021-10-10,0.45,1
C00808,47,Homme,Commerçant,Industrie,29,7585,Sousse,L000808,2024-03-29,24,109292,4667.83,11.81,Immobilier,111581,14385,1,1,0,2,2024-07-23,34606.67,15,654,Hypothèque,144836,1,17,Demande info,0,0,0,AG003,Mobile,2024-03-29,0.19,1
C00809,29,Femme,Commerçant,Commerce,31,5722,Siliana,L000809,2022-11-29,36,127984,3672.11,11.86,équipement,132008,7181,0,0,0,0,2025-07-12,91262.89,34,542,Nantissement,139462,4,2,Demande info,0,0,0,AG001,Mobile,2022-11-29,0.19,1
C00810,46,Femme,Commerçant,Industrie,27,3130,Kebili,L000810,2025-07-10,36,18777,698.58,6.88,équipement,22781,13445,0,1,1,2,2025-07-27,0.0,32,502,Aucune,30172,4,12,Autre,1,0,0,AG004,Agence,2025-07-10,0.91,0
C00811,42,Homme,Commerçant,Agriculture,20,5486,Sfax,L000811,2023-04-07,48,43346,1015.04,5.29,Machine,44652,12875,1,1,1,3,2024-10-22,0.0,20,818,Hypothèque,123936,3,13,Réclamation,1,0,0,AG002,Agence,2023-04-07,0.58,0
C00812,50,Homme,Commerçant,Services,12,7015,La Manouba,L000812,2025-03-21,24,59703,2649.62,9.94,équipement,62869,3414,0,0,1,1,2025-04-24,33206.75,19,473,Hypothèque,103512,4,3,Réclamation,1,27461,1,AG002,Agence,2025-03-21,0.6,0
C00813,63,Femme,Employé,Services,26,7646,La Manouba,L000813,2023-12-12,36,99977,2916.14,8.16,équipement,100881,15005,1,1,0,2,2024-08-26,12492.83,7,454,Nantissement,48196,1,17,Autre,0,0,0,AG002,Courtier,2023-12-12,0.32,1
C00814,37,Femme,Artisan,Services,35,2702,Jendouba,L000814,2023-09-21,48,52819,1230.4,5.71,équipement,53912,9501,2,2,0,4,2024-02-18,15907.12,25,849,Caution solidaire,68901,3,4,Renégociation,0,0,0,AG003,Agence,2023-09-21,0.5,1
C00815,46,Homme,Agriculteur,Agriculture,6,6806,Kebili,L000815,2025-01-07,24,139917,5981.88,9.95,équipement,144366,14245,0,1,1,2,2025-03-01,26261.38,0,635,Caution solidaire,137023,3,13,Réclamation,1,8496,1,AG001,Agence,2025-01-07,0.63,0
C00816,56,Homme,Commerçant,Transport,21,4813,Béja,L000816,2020-12-28,36,115186,3364.61,5.22,Machine,119793,6457,2,1,1,4,2024-04-21,31070.72,25,459,Hypothèque,15175,0,11,Autre,1,30055,1,AG003,Mobile,2020-12-28,0.86,0
C00817,21,Homme,Employé,Transport,9,5470,Bizerte,L000817,2021-10-05,12,28290,2419.5,11.09,équipement,32070,6749,0,0,0,0,2025-07-12,6514.5,4,423,Caution solidaire,142099,4,6,Demande info,0,0,0,AG004,Mobile,2021-10-05,0.26,1
C00818,28,Homme,Employé,Industrie,38,7943,Gafsa,L000818,2021-04-14,60,117551,2132.18,5.97,Immobilier,120263,296,1,0,0,1,2025-03-29,19470.57,29,421,Aucune,107809,2,11,Autre,0,0,0,AG001,Agence,2021-04-14,0.2,1
C00819,55,Femme,Employé,Transport,14,5787,Zaghouan,L000819,2023-06-17,24,103682,4516.08,5.89,Voiture,105724,9821,0,0,0,0,2025-07-12,54005.08,0,827,Nantissement,75630,2,7,Réclamation,0,0,0,AG002,Agence,2023-06-17,0.07,1
C00820,35,Homme,Artisan,Transport,14,2859,Sidi Bouzid,L000820,2025-02-04,48,139365,3040.44,6.23,Immobilier,140478,16952,0,0,0,0,2025-07-12,14707.06,10,431,Nantissement,88617,0,2,Autre,0,0,0,AG003,Courtier,2025-02-04,0.37,1
C00821,42,Homme,Agriculteur,Services,3,940,Tunis,L000821,2021-08-18,24,123017,5185.71,11.72,Voiture,124385,5283,0,2,0,2,2025-05-03,86717.04,20,750,Nantissement,143239,1,0,Renégociation,1,44480,1,AG001,Courtier,2021-08-18,0.64,0
C00822,34,Homme,Artisan,Services,31,2589,Gafsa,L000822,2024-11-22,48,124496,2657.67,9.85,Immobilier,125807,13119,0,0,0,0,2025-07-12,0.0,40,738,Hypothèque,127310,0,2,Renégociation,0,0,0,AG003,Mobile,2024-11-22,0.13,1
C00823,46,Homme,Cadre,Industrie,22,4426,Tunis,L000823,2023-10-05,24,62089,2646.04,10.61,Voiture,64411,7664,1,1,1,3,2024-07-01,9168.17,4,834,Hypothèque,66556,1,10,Réclamation,1,6249,1,AG001,Agence,2023-10-05,0.51,0
C00824,48,Femme,Employé,Commerce,5,816,Sfax,L000824,2023-11-17,48,133713,2875.69,7.78,Voiture,138390,7511,0,0,0,0,2025-07-12,84826.31,1,402,Caution solidaire,102148,4,17,Autre,0,0,0,AG002,Agence,2023-11-17,0.49,1
C00825,43,Femme,Cadre,Industrie,23,5982,Médenine,L000825,2022-10-02,36,21619,722.53,7.35,Voiture,23863,5465,2,0,1,3,2025-06-09,19451.42,12,469,Nantissement,10485,4,6,Renégociation,1,15441,1,AG004,Agence,2022-10-02,0.68,0
C00826,34,Femme,Indépendant,Industrie,19,5148,Zaghouan,L000826,2021-11-06,12,83006,7018.17,6.64,Voiture,85762,12557,5,0,0,5,2022-05-03,26860.67,1,559,Aucune,103746,3,8,Renégociation,0,0,0,AG004,Agence,2021-11-06,0.18,1
C00827,44,Homme,Commerçant,Agriculture,36,1264,Le Kef,L000827,2024-12-08,36,19779,726.42,8.36,Machine,24321,4382,0,0,0,0,2025-07-12,0.0,25,785,Aucune,106255,3,3,Demande info,0,0,0,AG003,Agence,2024-12-08,0.12,1
C00828,22,Homme,Commerçant,Agriculture,19,5271,Siliana,L000828,2022-02-03,12,26630,2296.17,8.86,Immobilier,30797,16449,1,1,0,2,2022-08-29,3668.33,8,487,Nantissement,8802,3,9,Réclamation,0,0,0,AG002,Courtier,2022-02-03,0.47,1
C00829,46,Femme,Artisan,Industrie,11,2627,Béja,L000829,2025-05-19,36,110575,3185.53,9.42,Voiture,111596,17263,2,0,0,2,2025-06-30,78719.72,13,764,Hypothèque,33314,3,17,Demande info,0,0,0,AG003,Courtier,2025-05-19,0.19,1
C00830,34,Homme,Agriculteur,Industrie,32,3828,Ben Arous,L000830,2022-02-22,36,120436,3411.44,6.8,Immobilier,122461,9408,1,1,0,2,2023-06-28,4446.89,4,458,Hypothèque,19565,2,15,Demande info,0,0,0,AG003,Agence,2022-02-22,0.37,1
C00831,27,Homme,Cadre,Industrie,27,1319,Le Kef,L000831,2020-08-21,24,148250,6321.08,11.64,équipement,150219,13690,0,0,1,1,2025-03-17,59754.83,23,651,Hypothèque,93153,3,11,Renégociation,1,39253,1,AG001,Courtier,2020-08-21,0.66,0
C00832,23,Femme,Agriculteur,Transport,7,6756,Gafsa,L000832,2025-05-14,60,27784,650.07,6.19,Voiture,30959,5069,1,0,0,1,2025-05-18,22583.47,41,618,Aucune,91145,3,18,Autre,0,0,0,AG001,Courtier,2025-05-14,0.08,1
C00833,43,Femme,Artisan,Agriculture,0,889,Médenine,L000833,2021-06-02,48,117167,2552.98,11.76,Immobilier,119180,19623,1,0,0,1,2023-08-20,48236.56,1,600,Nantissement,44233,3,2,Demande info,0,0,0,AG001,Agence,2021-06-02,0.22,1
C00834,63,Femme,Commerçant,Industrie,36,5615,Siliana,L000834,2023-11-05,48,72359,1594.48,5.1,Machine,74310,11672,0,0,0,0,2025-07-12,56414.21,3,476,Aucune,48384,1,7,Réclamation,0,0,0,AG002,Courtier,2023-11-05,0.14,1
C00835,38,Femme,Agriculteur,Services,21,3651,Nabeul,L000835,2021-07-26,48,83608,1860.83,8.37,Immobilier,87538,16891,2,0,0,2,2021-09-07,55695.5,11,654,Nantissement,78253,3,18,Réclamation,0,0,0,AG002,Agence,2021-07-26,0.22,1
C00836,58,Homme,Agriculteur,Services,5,3643,Tataouine,L000836,2023-07-03,12,20111,1828.92,7.33,Voiture,23618,7704,0,0,1,1,2024-09-29,10966.42,10,646,Aucune,37669,0,8,Autre,1,9177,1,AG003,Courtier,2023-07-03,0.57,0
C00837,55,Homme,Commerçant,Transport,20,5525,Tozeur,L000837,2023-08-10,48,29161,709.52,8.14,équipement,32785,17509,2,0,1,3,2024-10-08,13551.54,3,669,Aucune,142914,3,18,Réclamation,0,0,0,AG001,Agence,2023-08-10,0.43,1
C00838,35,Femme,Cadre,Transport,31,2684,Zaghouan,L000838,2021-03-06,48,123920,2749.67,8.99,Immobilier,126173,17269,0,1,0,1,2025-07-22,185.0,42,706,Caution solidaire,64099,3,16,Demande info,0,0,0,AG002,Agence,2021-03-06,0.33,1
C00839,45,Homme,Commerçant,Commerce,34,4971,Jendouba,L000839,2023-08-09,24,109823,4698.96,8.05,équipement,111935,19225,2,0,0,2,2024-01-03,25241.75,8,538,Aucune,104012,2,12,Autre,0,0,0,AG003,Courtier,2023-08-09,0.12,1
C00840,57,Femme,Agriculteur,Commerce,14,1725,Kairouan,L000840,2022-10-27,36,130014,3714.5,7.9,Machine,133789,7975,1,2,0,3,2025-04-09,14864.5,9,477,Nantissement,133154,3,1,Réclamation,1,1805,1,AG002,Courtier,2022-10-27,0.75,0
