duree_emploi_annees,date_debut,apport_TND,nb_retards_90,dernier_retard_date,outstanding_balance_TND,nb_paiements_effectues,collateral_value_TND,nb_contrats_prev,nb_contacts_service_client,default_flag,recovery_amount_TND,created_at,ratio_mensualite_revenu,sexe_Homme,profession_Artisan,profession_Cadre,profession_Commerçant,profession_Employé,profession_Indépendant,secteur_Commerce,secteur_Industrie,secteur_Services,secteur_Transport,type_bien_Machine,type_bien_Voiture,type_bien_équipement,collateral_type_Caution solidaire,collateral_type_Hypothèque,collateral_type_Nantissement,motifs_contacts_Demande info,motifs_contacts_Renégociation,motifs_contacts_Réclamation,channel_Courtier,channel_Mobile,region_encoded,nb_retards_total
21,2021-06-11,2124,1,2023-11-07,76986.67,15,130768,3,7,1,30055,2021-06-11,1.2249987813794785,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1
20,2024-09-09,6652,0,2025-07-12,0.0,4,44327,4,18,0,0,2024-09-09,0.5345744952721697,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,22,0
20,2022-12-07,5283,1,2024-01-21,32672.5,23,113209,4,6,1,9727,2022-12-07,1.1590368608799049,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,9,1
7,2025-07-23,7176,0,2025-07-29,90509.35,53,114889,2,3,0,0,2025-07-23,0.5184704012713548,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6,0
15,2025-08-03,18676,0,2025-08-05,4381.12,33,18409,2,9,0,0,2025-08-03,0.18974003466204506,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,21,0
30,2023-01-29,12409,0,2025-04-06,24376.48,46,44533,1,0,0,0,2023-01-29,0.11719830899308224,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,16,0
9,2020-11-06,12319,0,2021-03-20,0.0,15,15327,3,16,0,0,2020-11-06,0.5516962305986696,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,17,0
31,2020-12-31,997,0,2023-08-26,10158.0,6,55344,1,12,0,0,2020-12-31,1.6432291666666667,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,16,0
33,2022-07-11,11001,1,2025-05-08,26100.33,7,3671,1,18,1,10925,2022-07-11,2.1642905301869444,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,1
8,2024-05-20,4664,0,2024-09-18,7230.83,35,91908,0,12,0,0,2024-05-20,0.11363555025350432,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9,0
16,2024-09-14,18741,0,2025-07-12,69120.83,11,50756,2,8,0,0,2024-09-14,4.5979634464751955,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,9,0
10,2023-10-22,18063,0,2025-06-09,0.0,47,24544,0,4,0,0,2023-10-22,0.9351138147566719,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,6,0
31,2022-12-21,13117,0,2024-01-03,20841.83,16,76347,0,0,0,0,2022-12-21,1.2769813717188823,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,15,0
9,2025-01-12,11231,1,2025-01-20,86094.21,33,18733,1,1,1,30055,2025-01-12,2.1425102207686018,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,17,1
21,2022-12-29,7440,1,2023-07-12,0.0,15,48093,0,10,1,0,2022-12-29,0.07263908368396448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,5,1
16,2022-02-11,19911,0,2025-07-12,19277.61,35,105424,2,3,0,0,2022-02-11,0.4195483061480552,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,19,0
3,2025-05-11,11218,0,2025-07-20,6311.89,6,95595,1,8,1,962,2025-05-11,0.41948344370860924,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0
24,2022-04-18,15608,0,2022-11-06,4595.77,17,37487,2,4,1,3034,2022-04-18,0.38331105594806186,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0
20,2021-02-07,19129,0,2024-07-21,13751.08,5,120931,4,4,0,0,2021-02-07,0.26295497346344804,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12,0
36,2025-04-24,4090,0,2025-07-04,104046.94,27,40849,0,7,0,0,2025-04-24,0.45416954075149757,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,20,0
37,2021-04-18,7471,1,2024-05-21,19760.17,33,145622,1,1,1,5409,2021-04-18,1.2496749226006192,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3,1
0,2023-12-04,3743,0,2025-07-12,910.46,18,76400,3,6,0,0,2023-12-04,5.156871846619576,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2,0
24,2025-03-03,10196,0,2025-03-04,4968.56,40,129120,2,16,0,0,2025-03-03,0.20504622496147917,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,16,0
35,2022-11-17,7008,0,2024-06-02,60576.15,28,90930,0,10,0,0,2022-11-17,0.42081161448312054,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2,0
16,2021-10-23,3324,0,2022-05-29,60799.13,3,49699,2,14,0,0,2021-10-23,0.16791283366008145,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,11,0
23,2022-10-13,8632,0,2025-07-12,93986.96,13,90470,2,2,0,0,2022-10-13,1.2891342412451363,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,21,0
1,2021-06-12,19641,0,2023-10-03,18964.67,4,144779,4,12,0,0,2021-06-12,0.7484356936416185,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2,0
39,2020-10-14,226,0,2023-02-06,63373.75,24,132996,2,17,0,0,2020-10-14,0.3611128465443186,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0
14,2025-07-27,14863,0,2025-08-01,289.12,38,95023,4,19,0,0,2025-07-27,0.0932893481717011,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,6,0
31,2024-03-07,16027,0,2024-10-24,8370.75,7,29018,4,19,1,4541,2024-03-07,1.2278131279303417,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,17,0
38,2025-01-14,18785,0,2025-01-15,0.0,14,21031,4,2,0,0,2025-01-14,0.23227080394922425,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8,0
5,2022-11-08,4718,1,2024-06-10,35751.39,18,104985,0,1,1,20244,2022-11-08,0.8619678217821782,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,1
0,2023-07-20,17408,0,2024-09-03,22599.83,10,68237,2,4,0,0,2023-07-20,0.316320895522388,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,7,0
22,2023-12-26,5672,1,2024-10-06,16145.17,19,108426,2,19,1,1514,2023-12-26,0.4418917729872415,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,23,1
38,2024-02-28,15262,0,2024-11-17,52324.81,35,16719,4,4,0,0,2024-02-28,1.1799946977730646,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,18,0
16,2020-12-09,17254,0,2022-06-16,5173.8,17,9718,2,12,0,0,2020-12-09,0.08959791958391677,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2,0
33,2023-08-18,3199,0,2025-07-12,15834.25,13,56,2,7,0,0,2023-08-18,0.852415856394914,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,0
28,2022-12-05,18129,0,2025-02-10,8024.4,57,146424,4,15,0,0,2022-12-05,1.4176047904191618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,19,0
8,2023-09-06,5270,1,2024-10-14,38633.08,24,121743,3,17,1,27927,2023-09-06,0.25910839475103364,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,11,1
12,2024-01-07,12750,0,2025-07-12,79852.03,15,47820,3,15,0,0,2024-01-07,0.5087860661505982,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14,0
5,2024-11-25,7897,1,2025-05-06,45614.11,17,68683,4,0,1,1067,2024-11-25,1.737304104477612,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,17,1
5,2020-09-27,8664,0,2023-12-03,42233.75,0,69073,0,7,0,0,2020-09-27,1.775604155276107,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,15,0
19,2023-01-22,14892,0,2023-12-01,39229.5,7,721,2,1,0,0,2023-01-22,1.208934793429567,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0
2,2022-08-09,8271,0,2024-08-19,0.0,0,40194,2,4,0,0,2022-08-09,0.04351339974743931,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,13,0
16,2021-06-26,5158,0,2021-08-04,18992.5,0,79882,3,14,0,0,2021-06-26,0.16740193058122818,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2,0
11,2021-01-21,12844,0,2022-09-07,95203.33,50,141983,4,13,1,17265,2021-01-21,1.0782441923284711,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4,0
0,2022-04-04,589,0,2022-10-03,45380.33,4,73072,0,2,0,0,2022-04-04,2.3976991516656323,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,16,0
16,2025-04-26,9552,0,2025-05-31,41366.36,24,123919,4,6,0,0,2025-04-26,1.092347239780868,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,6,0
2,2020-11-13,16267,0,2024-01-19,55084.9,26,85968,3,3,0,0,2020-11-13,0.28547117794486215,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,15,0
25,2023-08-24,18268,0,2023-10-14,49635.67,9,107251,3,10,0,0,2023-08-24,1.9958230531996917,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,14,0
14,2022-06-16,16159,0,2023-08-23,14458.12,17,44537,2,11,1,6909,2022-06-16,0.41036763106373725,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,15,0
35,2022-03-18,14263,1,2023-11-04,51766.0,11,109254,1,14,1,21416,2022-03-18,0.6320420640743458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,6,1
31,2024-10-31,5399,0,2025-04-11,12101.1,27,147932,0,5,0,0,2024-10-31,0.055662921348314603,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,8,0
31,2025-02-19,8503,0,2025-07-13,18479.25,0,72941,0,0,0,0,2025-02-19,1.5121508687046403,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2,0
3,2022-07-09,1076,0,2023-12-28,62276.0,31,17645,1,17,0,0,2022-07-09,1.28047504302926,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,21,0
17,2022-08-05,7235,0,2025-07-12,81925.5,0,112661,3,13,0,0,2022-08-05,0.7719376212023271,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,11,0
18,2024-09-04,16417,0,2025-05-13,56964.52,7,71473,4,6,1,14236,2024-09-04,1.3885998193315268,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3,0
34,2022-12-25,1841,0,2023-01-02,15658.5,25,50734,0,9,0,0,2022-12-25,0.8294662178408271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,12,0
39,2022-11-15,4481,0,2025-07-12,39426.0,9,127705,1,8,0,0,2022-11-15,0.6794959128065395,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,12,0
13,2023-03-09,1134,0,2025-01-14,24523.88,40,60914,2,1,0,0,2023-03-09,0.7805684104627767,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2,0
32,2023-09-21,13139,0,2023-12-06,106204.5,1,17882,2,7,0,0,2023-09-21,1.4923403217942466,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,17,0
13,2021-04-17,7771,1,2023-03-06,68394.42,2,90860,3,0,1,30055,2021-04-17,0.5323207914369121,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,20,1
33,2022-11-20,8567,0,2025-06-21,11132.17,1,144051,0,19,0,0,2022-11-20,3.4700225542712153,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6,0
3,2023-04-04,8915,0,2024-01-15,28375.0,5,100513,4,1,1,26125,2023-04-04,1.1741821320673285,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0
23,2022-04-16,13898,1,2022-12-07,32031.5,22,118751,0,6,1,10929,2022-04-16,0.41464417876458864,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,22,1
28,2022-04-01,1913,0,2022-12-26,17220.33,11,44828,2,15,1,8292,2022-04-01,0.7705290745290745,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10,0
18,2023-07-08,4297,0,2025-05-22,24142.67,5,138300,0,3,0,0,2023-07-08,0.4406990965948575,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5,0
5,2021-12-31,1942,0,2023-06-10,0.0,27,120354,2,16,0,0,2021-12-31,0.6790495867768596,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,5,0
32,2024-04-21,17715,0,2025-07-12,44854.17,14,74217,1,3,0,0,2024-04-21,0.3481661418503524,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,12,0
39,2020-09-28,337,0,2022-10-25,75980.17,2,106500,1,2,0,0,2020-09-28,1.0596870748299319,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7,0
18,2024-04-29,14256,0,2024-10-03,88304.81,11,73803,2,8,0,0,2024-04-29,0.31143413087345057,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,23,0
0,2021-09-28,10057,0,2025-07-12,3676.33,47,70908,4,14,0,0,2021-09-28,0.1944877877350202,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,21,0
4,2024-05-08,8983,0,2024-06-13,0.0,1,38918,4,19,1,0,2024-05-08,0.24679212707182321,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,18,0
26,2020-12-22,19995,0,2022-10-08,84477.67,10,141992,0,2,1,30055,2020-12-22,0.7411553784860557,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,4,0
15,2021-05-04,16283,0,2021-05-31,48139.38,11,27785,2,11,0,0,2021-05-04,0.6772360430950048,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,17,0
5,2021-05-12,3700,0,2022-10-29,15687.75,4,82757,3,14,0,0,2021-05-12,1.6285148785148784,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0
39,2022-01-16,12145,0,2024-07-08,34169.7,58,99490,4,19,0,0,2022-01-16,0.6875868055555556,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,9,0
12,2024-05-30,6118,0,2025-03-10,40431.67,10,71997,4,7,1,15319,2024-05-30,3.1569277474195507,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0,0
34,2021-05-17,2673,0,2021-11-21,24399.94,37,109768,1,11,0,0,2021-05-17,0.14292313926786437,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,9,0
18,2023-12-15,2122,1,2025-07-10,38190.67,24,14052,4,12,1,30055,2023-12-15,0.84288418898175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4,1
11,2021-06-20,11977,0,2024-06-26,106152.8,42,49383,4,14,0,0,2021-06-20,0.46603316564188557,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,12,0
15,2023-07-01,8250,0,2023-10-11,27000.0,20,131399,4,10,0,0,2023-07-01,0.5710378777519486,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,21,0
9,2023-05-24,18446,0,2025-02-14,4381.5,9,88301,2,16,0,0,2023-05-24,0.2120999617493306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6,0
24,2024-12-30,17638,0,2025-07-12,52922.67,35,70775,2,11,0,0,2024-12-30,0.3710364203954214,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8,0
19,2023-08-25,3688,0,2025-03-20,28041.5,8,75614,1,19,0,0,2023-08-25,2.301895484758194,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,0
30,2021-12-08,3748,0,2023-05-30,60003.75,11,138110,0,17,0,0,2021-12-08,3.665725900116144,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,20,0
3,2022-01-02,6342,0,2025-06-16,22120.17,9,8048,4,15,0,0,2022-01-02,1.2313275039745628,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12,0
22,2020-08-18,16275,0,2025-07-12,0.0,58,14954,0,2,0,0,2020-08-18,0.07812048650703154,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,22,0
1,2022-10-04,13665,0,2025-05-21,86212.39,4,112010,2,8,0,0,2022-10-04,1.1182415536046821,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,0
21,2022-04-22,4130,0,2025-07-12,8526.67,32,13225,4,6,0,0,2022-04-22,0.8053611393692777,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,11,0
36,2024-12-11,3029,0,2025-07-12,21953.25,4,105622,0,18,0,0,2024-12-11,1.835918710918711,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,20,0
7,2023-02-26,19230,0,2023-06-17,9075.67,15,144603,0,4,0,0,2023-02-26,0.11932973701955496,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,13,0
6,2024-02-15,13182,0,2025-04-02,5108.5,4,9530,3,18,0,0,2024-02-15,0.5065605095541401,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,0
13,2022-01-18,4035,0,2025-07-12,76179.38,4,24791,2,9,0,0,2022-01-18,0.5009714360931947,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,19,0
2,2021-11-28,15127,0,2022-02-27,39397.25,17,105806,1,19,0,0,2021-11-28,0.8688487208008899,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0
